username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019-03-22 07:34;0;0;"short ratio interest of $ NSC is 2.13 at 2019-02-28 http://sunshineavenue.com/stock/NSC/ $ CNI 4.00 $ GWR 8.73 $ UNP 3.21 $ CP 2.01";;;;"1108995234472648704";https://twitter.com/sunshineavenue8/status/1108995234472648704
;2019-03-22 04:50;0;0;"$ UNP 18-Apr-19 ATM Implied Volatility is up +2.2% to 21.8. Straddle Implies a Move of ±4.9%. Earnings Apr 18 BMO. https://marketchameleon.com/Overview/UNP/OptionSummary/ …";;;;"1108954013754482688";https://twitter.com/MC_OptionTrades/status/1108954013754482688
;2019-03-22 03:47;0;2;"Railroad weekly chart bases looking real good. Definitely not a bearish environment with these heading higher $ CSX $ KSU $ NSC $ UNP pic.twitter.com/YK1Q4NZlMp";;;;"1108938202860027904";https://twitter.com/AlphaEyeCharts/status/1108938202860027904
;2019-03-22 03:20;0;0;"Analysts See $2.02 EPS for Union Pacific Corporation $ UNP https://whatsonthorold.com/2019/03/22/analysts-see-2-02-eps-for-union-pacific-corporation-unp/ …";;;;"1108931352382984192";https://twitter.com/whatsonthorold2/status/1108931352382984192
;2019-03-22 03:20;0;0;"Union Pacific Corporation $ UNP Analysts See $2.02 EPS https://www.bibeypost.com/union-pacific-corporation-unp-analysts-see-2-02-eps/ …";;;;"1108931314655199238";https://twitter.com/bibeypost_stock/status/1108931314655199238
;2019-03-22 01:42;0;0;"$ HBAN $ URBN $ EQT $ TGT $ FOXA $ BIIB $ CAG $ RF $ AAPL $ NFLX $ PEP $ KEY $ VIAB $ FSLR $ BK $ AMD $ DIS $ ILMN $ UNP $ WY $ MO $ IBM $ SPY $ SPX # SP500 S&P 500: Bull (After Hours) https://bullbearcharts.blogspot.com/2019/03/s-500-index-bull-after-hours_21.html …";;;#;"1108906693063249921";https://twitter.com/BullBearCharts/status/1108906693063249921
;2019-03-22 00:52;0;0;"EPS for Union Pacific Corporation $ UNP Expected At $2.02 as of April, 25 https://kreviewer.com/2019/03/22/eps-for-union-pacific-corporation-unp-expected-at-2-02-as-of-april-25/ …";;;;"1108894258495451138";https://twitter.com/kreviewer1/status/1108894258495451138
;2019-03-22 00:52;0;0;"Analysts See $2.02 EPS for Union Pacific Corporation $ UNP as of April, 25 https://ztribune.com/2019/03/22/analysts-see-2-02-eps-for-union-pacific-corporation-unp-as-of-april-25/ …";;;;"1108894217470963712";https://twitter.com/FinZTribune/status/1108894217470963712
;2019-03-22 00:52;0;0;"As of April, 25 Union Pacific Corporation $ UNP Analysts See $2.02 EPS https://enbulletin.com/2019/03/22/as-of-april-25-union-pacific-corporation-unp-analysts-see-2-02-eps/ …";;;;"1108894175884464130";https://twitter.com/bulletin_en/status/1108894175884464130
;2019-03-22 00:50;0;0;"Traders Sell Union Pacific $ UNP on Strength $ UNP http://zpr.io/ghWn7";;;;"1108893779031920641";https://twitter.com/TranscriptDaily/status/1108893779031920641
